Year,Geo Level,State,County,Data Item,Value
1986,COUNTY,MINNESOTA,COTTONWOOD,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","19,458,000"
1986,COUNTY,MINNESOTA,COTTONWOOD,"CORN, SILAGE - ACRES HARVESTED","4,700"
1986,COUNTY,MINNESOTA,JACKSON,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","23,356,200"
1986,COUNTY,MINNESOTA,JACKSON,"CORN, SILAGE - ACRES HARVESTED","5,000"
1986,COUNTY,MINNESOTA,LINCOLN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","6,256,000"
1986,COUNTY,MINNESOTA,LINCOLN,"CORN, SILAGE - ACRES HARVESTED","11,400"
1986,COUNTY,MINNESOTA,LYON,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","16,402,000"
1986,COUNTY,MINNESOTA,LYON,"CORN, SILAGE - ACRES HARVESTED","5,300"
1986,COUNTY,MINNESOTA,MURRAY,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","14,725,400"
1986,COUNTY,MINNESOTA,MURRAY,"CORN, SILAGE - ACRES HARVESTED","6,200"
1986,COUNTY,MINNESOTA,NOBLES,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","15,251,400"
1986,COUNTY,MINNESOTA,NOBLES,"CORN, SILAGE - ACRES HARVESTED","5,300"
1986,COUNTY,MINNESOTA,PIPESTONE,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","8,948,600"
1986,COUNTY,MINNESOTA,PIPESTONE,"CORN, SILAGE - ACRES HARVESTED","6,200"
1986,COUNTY,MINNESOTA,REDWOOD,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","21,318,000"
1986,COUNTY,MINNESOTA,REDWOOD,"CORN, SILAGE - ACRES HARVESTED","3,600"
1986,COUNTY,MINNESOTA,ROCK,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","13,157,200"
1986,COUNTY,MINNESOTA,ROCK,"CORN, SILAGE - ACRES HARVESTED","5,200"
1985,COUNTY,MINNESOTA,COTTONWOOD,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","19,567,800"
1985,COUNTY,MINNESOTA,COTTONWOOD,"CORN, SILAGE - ACRES HARVESTED","10,400"
1985,COUNTY,MINNESOTA,JACKSON,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","24,626,400"
1985,COUNTY,MINNESOTA,JACKSON,"CORN, SILAGE - ACRES HARVESTED","8,500"
1985,COUNTY,MINNESOTA,LINCOLN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","9,116,800"
1985,COUNTY,MINNESOTA,LINCOLN,"CORN, SILAGE - ACRES HARVESTED","9,600"
1985,COUNTY,MINNESOTA,LYON,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","17,434,000"
1985,COUNTY,MINNESOTA,LYON,"CORN, SILAGE - ACRES HARVESTED","9,000"
1985,COUNTY,MINNESOTA,MURRAY,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","15,595,200"
1985,COUNTY,MINNESOTA,MURRAY,"CORN, SILAGE - ACRES HARVESTED","8,600"
1985,COUNTY,MINNESOTA,NOBLES,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","17,740,800"
1985,COUNTY,MINNESOTA,NOBLES,"CORN, SILAGE - ACRES HARVESTED","8,200"
1985,COUNTY,MINNESOTA,PIPESTONE,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","9,439,500"
1985,COUNTY,MINNESOTA,PIPESTONE,"CORN, SILAGE - ACRES HARVESTED","9,600"
1985,COUNTY,MINNESOTA,REDWOOD,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","24,179,200"
1985,COUNTY,MINNESOTA,REDWOOD,"CORN, SILAGE - ACRES HARVESTED","8,000"
1985,COUNTY,MINNESOTA,ROCK,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","12,199,000"
1985,COUNTY,MINNESOTA,ROCK,"CORN, SILAGE - ACRES HARVESTED","9,700"
1984,COUNTY,MINNESOTA,COTTONWOOD,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","18,956,700"
1984,COUNTY,MINNESOTA,COTTONWOOD,"CORN, SILAGE - ACRES HARVESTED","8,500"
1984,COUNTY,MINNESOTA,JACKSON,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","22,294,900"
1984,COUNTY,MINNESOTA,JACKSON,"CORN, SILAGE - ACRES HARVESTED","5,700"
1984,COUNTY,MINNESOTA,LINCOLN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","6,575,400"
1984,COUNTY,MINNESOTA,LINCOLN,"CORN, SILAGE - ACRES HARVESTED","11,400"
1984,COUNTY,MINNESOTA,LYON,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","14,763,000"
1984,COUNTY,MINNESOTA,LYON,"CORN, SILAGE - ACRES HARVESTED","10,800"
1984,COUNTY,MINNESOTA,MURRAY,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","13,395,200"
1984,COUNTY,MINNESOTA,MURRAY,"CORN, SILAGE - ACRES HARVESTED","9,800"
1984,COUNTY,MINNESOTA,NOBLES,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","16,236,000"
1984,COUNTY,MINNESOTA,NOBLES,"CORN, SILAGE - ACRES HARVESTED","9,800"
1984,COUNTY,MINNESOTA,PIPESTONE,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","8,097,600"
1984,COUNTY,MINNESOTA,PIPESTONE,"CORN, SILAGE - ACRES HARVESTED","12,500"
1984,COUNTY,MINNESOTA,REDWOOD,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","21,828,800"
1984,COUNTY,MINNESOTA,REDWOOD,"CORN, SILAGE - ACRES HARVESTED","8,800"
1984,COUNTY,MINNESOTA,ROCK,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","12,547,500"
1984,COUNTY,MINNESOTA,ROCK,"CORN, SILAGE - ACRES HARVESTED","7,000"
1983,COUNTY,MINNESOTA,COTTONWOOD,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","8,213,400"
1983,COUNTY,MINNESOTA,COTTONWOOD,"CORN, SILAGE - ACRES HARVESTED","11,700"
1983,COUNTY,MINNESOTA,JACKSON,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","10,964,800"
1983,COUNTY,MINNESOTA,JACKSON,"CORN, SILAGE - ACRES HARVESTED","7,000"
1983,COUNTY,MINNESOTA,LINCOLN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","4,101,300"
1983,COUNTY,MINNESOTA,LINCOLN,"CORN, SILAGE - ACRES HARVESTED","9,100"
1983,COUNTY,MINNESOTA,LYON,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","6,934,500"
1983,COUNTY,MINNESOTA,LYON,"CORN, SILAGE - ACRES HARVESTED","14,100"
1983,COUNTY,MINNESOTA,MURRAY,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","8,112,000"
1983,COUNTY,MINNESOTA,MURRAY,"CORN, SILAGE - ACRES HARVESTED","16,200"
1983,COUNTY,MINNESOTA,NOBLES,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","8,752,000"
1983,COUNTY,MINNESOTA,NOBLES,"CORN, SILAGE - ACRES HARVESTED","12,500"
1983,COUNTY,MINNESOTA,PIPESTONE,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","4,637,600"
1983,COUNTY,MINNESOTA,PIPESTONE,"CORN, SILAGE - ACRES HARVESTED","12,500"
1983,COUNTY,MINNESOTA,REDWOOD,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","11,176,600"
1983,COUNTY,MINNESOTA,REDWOOD,"CORN, SILAGE - ACRES HARVESTED","9,800"
1983,COUNTY,MINNESOTA,ROCK,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","6,205,000"
1983,COUNTY,MINNESOTA,ROCK,"CORN, SILAGE - ACRES HARVESTED","8,900"
1982,COUNTY,MINNESOTA,COTTONWOOD,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","18,711,000"
1982,COUNTY,MINNESOTA,COTTONWOOD,"CORN, SILAGE - ACRES HARVESTED","6,800"
1982,COUNTY,MINNESOTA,JACKSON,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","23,595,000"
1982,COUNTY,MINNESOTA,JACKSON,"CORN, SILAGE - ACRES HARVESTED","5,400"
1982,COUNTY,MINNESOTA,LINCOLN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","7,709,700"
1982,COUNTY,MINNESOTA,LINCOLN,"CORN, SILAGE - ACRES HARVESTED","14,300"
1982,COUNTY,MINNESOTA,LYON,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","17,005,600"
1982,COUNTY,MINNESOTA,LYON,"CORN, SILAGE - ACRES HARVESTED","10,300"
1982,COUNTY,MINNESOTA,MURRAY,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","16,611,000"
1982,COUNTY,MINNESOTA,MURRAY,"CORN, SILAGE - ACRES HARVESTED","15,200"
1982,COUNTY,MINNESOTA,NOBLES,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","19,857,900"
1982,COUNTY,MINNESOTA,NOBLES,"CORN, SILAGE - ACRES HARVESTED","9,600"
1982,COUNTY,MINNESOTA,PIPESTONE,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","9,108,000"
1982,COUNTY,MINNESOTA,PIPESTONE,"CORN, SILAGE - ACRES HARVESTED","8,400"
1982,COUNTY,MINNESOTA,REDWOOD,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","23,907,200"
1982,COUNTY,MINNESOTA,REDWOOD,"CORN, SILAGE - ACRES HARVESTED","7,300"
1982,COUNTY,MINNESOTA,ROCK,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","12,230,100"
1982,COUNTY,MINNESOTA,ROCK,"CORN, SILAGE - ACRES HARVESTED","13,100"
1981,COUNTY,MINNESOTA,COTTONWOOD,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","17,714,400"
1981,COUNTY,MINNESOTA,COTTONWOOD,"CORN, SILAGE - ACRES HARVESTED","13,600"
1981,COUNTY,MINNESOTA,JACKSON,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","25,309,200"
1981,COUNTY,MINNESOTA,JACKSON,"CORN, SILAGE - ACRES HARVESTED","4,500"
1981,COUNTY,MINNESOTA,LINCOLN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","7,760,800"
1981,COUNTY,MINNESOTA,LINCOLN,"CORN, SILAGE - ACRES HARVESTED","14,900"
1981,COUNTY,MINNESOTA,LYON,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","13,708,000"
1981,COUNTY,MINNESOTA,LYON,"CORN, SILAGE - ACRES HARVESTED","15,800"
1981,COUNTY,MINNESOTA,MURRAY,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","13,354,800"
1981,COUNTY,MINNESOTA,MURRAY,"CORN, SILAGE - ACRES HARVESTED","24,900"
1981,COUNTY,MINNESOTA,NOBLES,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","21,819,600"
1981,COUNTY,MINNESOTA,NOBLES,"CORN, SILAGE - ACRES HARVESTED","8,100"
1981,COUNTY,MINNESOTA,PIPESTONE,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","7,045,500"
1981,COUNTY,MINNESOTA,PIPESTONE,"CORN, SILAGE - ACRES HARVESTED","16,100"
1981,COUNTY,MINNESOTA,REDWOOD,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","21,900,300"
1981,COUNTY,MINNESOTA,REDWOOD,"CORN, SILAGE - ACRES HARVESTED","7,800"
1981,COUNTY,MINNESOTA,ROCK,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","13,265,300"
1981,COUNTY,MINNESOTA,ROCK,"CORN, SILAGE - ACRES HARVESTED","18,000"
1980,COUNTY,MINNESOTA,COTTONWOOD,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","15,717,800"
1980,COUNTY,MINNESOTA,COTTONWOOD,"CORN, SILAGE - ACRES HARVESTED","20,900"
1980,COUNTY,MINNESOTA,JACKSON,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","22,723,800"
1980,COUNTY,MINNESOTA,JACKSON,"CORN, SILAGE - ACRES HARVESTED","6,500"
1980,COUNTY,MINNESOTA,LINCOLN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","6,129,200"
1980,COUNTY,MINNESOTA,LINCOLN,"CORN, SILAGE - ACRES HARVESTED","14,000"
1980,COUNTY,MINNESOTA,LYON,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","14,497,000"
1980,COUNTY,MINNESOTA,LYON,"CORN, SILAGE - ACRES HARVESTED","9,500"
1980,COUNTY,MINNESOTA,MURRAY,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","13,836,800"
1980,COUNTY,MINNESOTA,MURRAY,"CORN, SILAGE - ACRES HARVESTED","21,000"
1980,COUNTY,MINNESOTA,NOBLES,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","13,651,000"
1980,COUNTY,MINNESOTA,NOBLES,"CORN, SILAGE - ACRES HARVESTED","20,500"
1980,COUNTY,MINNESOTA,PIPESTONE,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","7,410,200"
1980,COUNTY,MINNESOTA,PIPESTONE,"CORN, SILAGE - ACRES HARVESTED","20,300"
1980,COUNTY,MINNESOTA,REDWOOD,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","19,573,800"
1980,COUNTY,MINNESOTA,REDWOOD,"CORN, SILAGE - ACRES HARVESTED","9,100"
1980,COUNTY,MINNESOTA,ROCK,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","12,107,400"
1980,COUNTY,MINNESOTA,ROCK,"CORN, SILAGE - ACRES HARVESTED","14,400"
1979,COUNTY,MINNESOTA,COTTONWOOD,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","14,770,200"
1979,COUNTY,MINNESOTA,COTTONWOOD,"CORN, SILAGE - ACRES HARVESTED","14,200"
1979,COUNTY,MINNESOTA,JACKSON,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","19,019,000"
1979,COUNTY,MINNESOTA,JACKSON,"CORN, SILAGE - ACRES HARVESTED","5,400"
1979,COUNTY,MINNESOTA,LINCOLN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","7,752,000"
1979,COUNTY,MINNESOTA,LINCOLN,"CORN, SILAGE - ACRES HARVESTED","11,700"
1979,COUNTY,MINNESOTA,LYON,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","13,263,600"
1979,COUNTY,MINNESOTA,LYON,"CORN, SILAGE - ACRES HARVESTED","15,300"
1979,COUNTY,MINNESOTA,MURRAY,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","13,289,700"
1979,COUNTY,MINNESOTA,MURRAY,"CORN, SILAGE - ACRES HARVESTED","17,300"
1979,COUNTY,MINNESOTA,NOBLES,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","16,890,000"
1979,COUNTY,MINNESOTA,NOBLES,"CORN, SILAGE - ACRES HARVESTED","9,800"
1979,COUNTY,MINNESOTA,PIPESTONE,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","7,740,800"
1979,COUNTY,MINNESOTA,PIPESTONE,"CORN, SILAGE - ACRES HARVESTED","15,000"
1979,COUNTY,MINNESOTA,REDWOOD,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","17,090,500"
1979,COUNTY,MINNESOTA,REDWOOD,"CORN, SILAGE - ACRES HARVESTED","10,300"
1979,COUNTY,MINNESOTA,ROCK,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","12,668,800"
1979,COUNTY,MINNESOTA,ROCK,"CORN, SILAGE - ACRES HARVESTED","15,600"
1978,COUNTY,MINNESOTA,COTTONWOOD,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","15,735,700"
1978,COUNTY,MINNESOTA,COTTONWOOD,"CORN, SILAGE - ACRES HARVESTED","12,700"
1978,COUNTY,MINNESOTA,JACKSON,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","20,458,100"
1978,COUNTY,MINNESOTA,JACKSON,"CORN, SILAGE - ACRES HARVESTED","6,600"
1978,COUNTY,MINNESOTA,LINCOLN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","7,863,800"
1978,COUNTY,MINNESOTA,LINCOLN,"CORN, SILAGE - ACRES HARVESTED","11,700"
1978,COUNTY,MINNESOTA,LYON,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","13,428,800"
1978,COUNTY,MINNESOTA,LYON,"CORN, SILAGE - ACRES HARVESTED","18,400"
1978,COUNTY,MINNESOTA,MURRAY,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","14,629,400"
1978,COUNTY,MINNESOTA,MURRAY,"CORN, SILAGE - ACRES HARVESTED","16,000"
1978,COUNTY,MINNESOTA,NOBLES,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","17,382,700"
1978,COUNTY,MINNESOTA,NOBLES,"CORN, SILAGE - ACRES HARVESTED","11,000"
1978,COUNTY,MINNESOTA,PIPESTONE,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","7,958,000"
1978,COUNTY,MINNESOTA,PIPESTONE,"CORN, SILAGE - ACRES HARVESTED","13,800"
1978,COUNTY,MINNESOTA,REDWOOD,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","20,436,300"
1978,COUNTY,MINNESOTA,REDWOOD,"CORN, SILAGE - ACRES HARVESTED","9,600"
1978,COUNTY,MINNESOTA,ROCK,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","12,640,300"
1978,COUNTY,MINNESOTA,ROCK,"CORN, SILAGE - ACRES HARVESTED","13,500"
1977,COUNTY,MINNESOTA,COTTONWOOD,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","14,630,900"
1977,COUNTY,MINNESOTA,COTTONWOOD,"CORN, SILAGE - ACRES HARVESTED","15,900"
1977,COUNTY,MINNESOTA,JACKSON,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","16,954,700"
1977,COUNTY,MINNESOTA,JACKSON,"CORN, SILAGE - ACRES HARVESTED","7,100"
1977,COUNTY,MINNESOTA,LINCOLN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","6,804,300"
1977,COUNTY,MINNESOTA,LINCOLN,"CORN, SILAGE - ACRES HARVESTED","10,800"
1977,COUNTY,MINNESOTA,LYON,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","12,640,500"
1977,COUNTY,MINNESOTA,LYON,"CORN, SILAGE - ACRES HARVESTED","25,100"
1977,COUNTY,MINNESOTA,MURRAY,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","14,817,500"
1977,COUNTY,MINNESOTA,MURRAY,"CORN, SILAGE - ACRES HARVESTED","17,700"
1977,COUNTY,MINNESOTA,NOBLES,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","16,211,200"
1977,COUNTY,MINNESOTA,NOBLES,"CORN, SILAGE - ACRES HARVESTED","15,100"
1977,COUNTY,MINNESOTA,PIPESTONE,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","6,676,500"
1977,COUNTY,MINNESOTA,PIPESTONE,"CORN, SILAGE - ACRES HARVESTED","16,300"
1977,COUNTY,MINNESOTA,REDWOOD,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","17,357,900"
1977,COUNTY,MINNESOTA,REDWOOD,"CORN, SILAGE - ACRES HARVESTED","10,100"
1977,COUNTY,MINNESOTA,ROCK,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","12,302,000"
1977,COUNTY,MINNESOTA,ROCK,"CORN, SILAGE - ACRES HARVESTED","14,700"
1976,COUNTY,MINNESOTA,COTTONWOOD,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","9,294,000"
1976,COUNTY,MINNESOTA,COTTONWOOD,"CORN, SILAGE - ACRES HARVESTED","25,600"
1976,COUNTY,MINNESOTA,JACKSON,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","12,224,800"
1976,COUNTY,MINNESOTA,JACKSON,"CORN, SILAGE - ACRES HARVESTED","17,000"
1976,COUNTY,MINNESOTA,LINCOLN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","1,445,800"
1976,COUNTY,MINNESOTA,LINCOLN,"CORN, SILAGE - ACRES HARVESTED","31,000"
1976,COUNTY,MINNESOTA,LYON,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","2,619,500"
1976,COUNTY,MINNESOTA,LYON,"CORN, SILAGE - ACRES HARVESTED","57,600"
1976,COUNTY,MINNESOTA,MURRAY,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","5,594,700"
1976,COUNTY,MINNESOTA,MURRAY,"CORN, SILAGE - ACRES HARVESTED","44,100"
1976,COUNTY,MINNESOTA,NOBLES,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","8,377,900"
1976,COUNTY,MINNESOTA,NOBLES,"CORN, SILAGE - ACRES HARVESTED","24,000"
1976,COUNTY,MINNESOTA,PIPESTONE,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","1,632,400"
1976,COUNTY,MINNESOTA,PIPESTONE,"CORN, SILAGE - ACRES HARVESTED","40,300"
1976,COUNTY,MINNESOTA,REDWOOD,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","5,990,500"
1976,COUNTY,MINNESOTA,REDWOOD,"CORN, SILAGE - ACRES HARVESTED","35,000"
1976,COUNTY,MINNESOTA,ROCK,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","3,906,000"
1976,COUNTY,MINNESOTA,ROCK,"CORN, SILAGE - ACRES HARVESTED","39,100"
1975,COUNTY,MINNESOTA,COTTONWOOD,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","10,165,100"
1975,COUNTY,MINNESOTA,COTTONWOOD,"CORN, SILAGE - ACRES HARVESTED","15,600"
1975,COUNTY,MINNESOTA,JACKSON,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","16,634,000"
1975,COUNTY,MINNESOTA,JACKSON,"CORN, SILAGE - ACRES HARVESTED","11,700"
1975,COUNTY,MINNESOTA,LINCOLN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","3,126,500"
1975,COUNTY,MINNESOTA,LINCOLN,"CORN, SILAGE - ACRES HARVESTED","21,600"
1975,COUNTY,MINNESOTA,LYON,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","3,964,500"
1975,COUNTY,MINNESOTA,LYON,"CORN, SILAGE - ACRES HARVESTED","40,300"
1975,COUNTY,MINNESOTA,MURRAY,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","7,106,400"
1975,COUNTY,MINNESOTA,MURRAY,"CORN, SILAGE - ACRES HARVESTED","35,500"
1975,COUNTY,MINNESOTA,NOBLES,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","12,985,800"
1975,COUNTY,MINNESOTA,NOBLES,"CORN, SILAGE - ACRES HARVESTED","16,800"
1975,COUNTY,MINNESOTA,PIPESTONE,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","5,919,200"
1975,COUNTY,MINNESOTA,PIPESTONE,"CORN, SILAGE - ACRES HARVESTED","19,500"
1975,COUNTY,MINNESOTA,REDWOOD,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","10,545,900"
1975,COUNTY,MINNESOTA,REDWOOD,"CORN, SILAGE - ACRES HARVESTED","28,900"
1975,COUNTY,MINNESOTA,ROCK,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","8,812,500"
1975,COUNTY,MINNESOTA,ROCK,"CORN, SILAGE - ACRES HARVESTED","18,200"
1974,COUNTY,MINNESOTA,COTTONWOOD,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","10,280,300"
1974,COUNTY,MINNESOTA,COTTONWOOD,"CORN, SILAGE - ACRES HARVESTED","13,000"
1974,COUNTY,MINNESOTA,JACKSON,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","13,265,700"
1974,COUNTY,MINNESOTA,JACKSON,"CORN, SILAGE - ACRES HARVESTED","8,500"
1974,COUNTY,MINNESOTA,LINCOLN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","4,623,900"
1974,COUNTY,MINNESOTA,LINCOLN,"CORN, SILAGE - ACRES HARVESTED","16,700"
1974,COUNTY,MINNESOTA,LYON,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","9,265,000"
1974,COUNTY,MINNESOTA,LYON,"CORN, SILAGE - ACRES HARVESTED","24,000"
1974,COUNTY,MINNESOTA,MURRAY,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","9,581,900"
1974,COUNTY,MINNESOTA,MURRAY,"CORN, SILAGE - ACRES HARVESTED","20,000"
1974,COUNTY,MINNESOTA,NOBLES,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","8,473,000"
1974,COUNTY,MINNESOTA,NOBLES,"CORN, SILAGE - ACRES HARVESTED","19,000"
1974,COUNTY,MINNESOTA,PIPESTONE,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","5,613,000"
1974,COUNTY,MINNESOTA,PIPESTONE,"CORN, SILAGE - ACRES HARVESTED","14,700"
1974,COUNTY,MINNESOTA,REDWOOD,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","12,793,200"
1974,COUNTY,MINNESOTA,REDWOOD,"CORN, SILAGE - ACRES HARVESTED","13,000"
1974,COUNTY,MINNESOTA,ROCK,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","4,032,900"
1974,COUNTY,MINNESOTA,ROCK,"CORN, SILAGE - ACRES HARVESTED","30,000"
1973,COUNTY,MINNESOTA,COTTONWOOD,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","13,198,700"
1973,COUNTY,MINNESOTA,COTTONWOOD,"CORN, SILAGE - ACRES HARVESTED","8,700"
1973,COUNTY,MINNESOTA,JACKSON,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","17,419,500"
1973,COUNTY,MINNESOTA,JACKSON,"CORN, SILAGE - ACRES HARVESTED","6,100"
1973,COUNTY,MINNESOTA,LINCOLN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","6,164,400"
1973,COUNTY,MINNESOTA,LINCOLN,"CORN, SILAGE - ACRES HARVESTED","10,600"
1973,COUNTY,MINNESOTA,LYON,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","12,901,200"
1973,COUNTY,MINNESOTA,LYON,"CORN, SILAGE - ACRES HARVESTED","15,300"
1973,COUNTY,MINNESOTA,MURRAY,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","13,371,300"
1973,COUNTY,MINNESOTA,MURRAY,"CORN, SILAGE - ACRES HARVESTED","16,800"
1973,COUNTY,MINNESOTA,NOBLES,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","14,809,200"
1973,COUNTY,MINNESOTA,NOBLES,"CORN, SILAGE - ACRES HARVESTED","12,000"
1973,COUNTY,MINNESOTA,PIPESTONE,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","7,616,000"
1973,COUNTY,MINNESOTA,PIPESTONE,"CORN, SILAGE - ACRES HARVESTED","7,900"
1973,COUNTY,MINNESOTA,REDWOOD,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","18,300,100"
1973,COUNTY,MINNESOTA,REDWOOD,"CORN, SILAGE - ACRES HARVESTED","9,600"
1973,COUNTY,MINNESOTA,ROCK,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","11,601,000"
1973,COUNTY,MINNESOTA,ROCK,"CORN, SILAGE - ACRES HARVESTED","6,200"
1972,COUNTY,MINNESOTA,COTTONWOOD,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","15,312,000"
1972,COUNTY,MINNESOTA,COTTONWOOD,"CORN, SILAGE - ACRES HARVESTED","5,700"
